,inputs,targets,language,language_code,annotation_type,user_id
57,"Ci ban kembaar la réwum Argentine nékk
",Réwum Argentine mu ngi nékk ci kembaar bi ñuy wakh Amerique,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
58,"Fanafuti mooy gëblag man réew ?
","Fanafuti mooy gëblag réewum Tuvalu.
",Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
59,Man réew lañu génne woon ci mbootaayu réewi Amerig yi 1962,Réewum kibaa,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
60,"Lan lañuy baye Senegal ?	
",IRA.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
61,"Fan moy péeyum réwum Sri Lanka
","Péeyum réwum Sri Lanka mu ngi tudu Sri Jayawardenapura
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
62,Kañ la xare bu Culloden amoon?,16 Awril 1746.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
63,laan mooy acétone?,"Acétone mooy  ci wolof ""mbuubit"".",Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
64,"Ben doomu aadama jarul wan ginaaw yálla
Ndax nit ñi ku am ñu topp la
Ku ñákk ñu bala
Ku wopp ñu daw la
Ku dee ñu fátte la
Kuñ mere jeemal la
Kuñ manul si yaw dara yáqq sab der","Kuy ñaan 
Na ñaan nimbalul yàlla 
Ku yàlla dimbali daf lay sàmpp dolli sa te samppub yàlla dara dukk simppi 
« Wa kaana haqan haleynaa nasrul muuminiin »",Wolof,wol,original-annotations,40bf9dff73a8546bdb708a6864a264284e6279b06630b30a46c27f5d20f3f168
65,"Jubbantil mbind mii:
Alkaande ñeel na ñay bind téere ba, ba noppi naan lii ca Yàlla la jóge ndax mën caa jële njëg gu néew! - Alkaande ñeel na leen ngir la ca seeni yoxo bind, ñeel na leen ngir la ñu ca fàggu [ci alal] !","Mbind mi jub a ngi nii:
Alkaande ñeel na ña'y bind téere ba, ba noppi naan lii ca Yàlla la jóge ndàx man caa jële njëg gu néew! - Alkaande ñeel na léen ngìr la ca séen i yoxo bind, ñeel na léen ngìr la ñu ca fàggu [ci alal]!",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
66,Fann mooy gëblag réewum Togo?,Lomé.,Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
67,"Beqil ma mbind mii:
Yéen [Bani-Israayiil] ñi sëtoo ci [Yanqooba], fàttalikuleen Sama xéewal gi Ma léen xéewaloon. Nangeen matal Sama kóllare, kon Danaa matal seen gos. Buleen ragal ku dul Man.","Mbind mi jub a ngi nii:
Yéen [Bani-Israayiil] ñi sëtoo ci [Yanqooba], fàttlikuléen Sama xéewal gi Ma léen xéewaloon. Na ngéen matal Sama kóllare, kon Da naa matal séen gos. Buléen ragal ku dul Màn.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
68,Nu ñu'y binde Wolof?,"Boo bëgge bind ci Wolof, li nga wàr jëkk a xàmme moo'y loy yi. Te ñoo'y : a, à, ã, b, c, d, e, é, ë, ẽ, f, g, h, i, ì, ĩ, j, k, l, m, n, ñ, ŋ, o, ó, õ, p, q, r, s, t, u, ù, ũ, w, x, y.
Loy wu nekk, da'y jëmmal am riir.
Waaye àm na riir yoo xàm ne 2 loy a ko'y indi : mb, nj, ng, nd. Niral: mbay, nday.
Maas yi ñoo'y : a, à, ã, e, é, ë, ẽ, i, ì, ĩ, o, ó, õ, u, ù, ũ. Yi ci des, di ay riiraale. é, ë, i, ó ak u, da ñoo dìis, ci riir.
Pollet moo'y ay loy yu ñu boole mu joxe am riir; riir ma man na a lëm solo, man na a ko bàñ a lëm.
Baat = ab/ay pollet te lëm solo
Pollet = am/ay riir yu ñu boole yu juraat menn riir
Riir = ab/ay loy

Loy yépp di na ñu seex ba mu des f. Ci baat u 'pollet', 'l' ji da fa seex. Ci 'aar', 'a' da fa seex.
X ju seex moo joxe q.
Maas yi bu ñu'y seex, ñaareel u loy wi du àm comboñ. Niki: ùu, ée, ìi, añs.

Kon ku màn a tudd loy yi, man a yër mbind. Da fa di rekk ne leeg-leeg, dégg ak bind wùute tuuti. Te 3 di na ko wàral:
- leng: loy yii di 'b', 'j' ak 'g', séen doole da'y wàññiku bu ñu mujjee baat. Moo tàx nga'y bind jóob, di dégg 'jóop'; bind toj, di dégg 'toc'; bind nag, di dégg 'nak'
- jégg: bu am riir dìisee ci pollet, man na a wàll pollet yi ci topp. Moo tàx jigeen lees di bind doonte 'jigéen' nga'y dégg; pollet u 'ji' bi moo dìis ba wàll 'géen'. Naka noo nu jëkkar lees di bind, doonte 'jëkkër' lees di gën a dégg; ba tay ìt taalibe moo jub; taalibé, déedet. Jégg àm na ci làkk yu bàri: 'assimilation' la tudd ci àngle.
- sàmmoonte ak cosaanal baat: dàllu ji jóge ci dàll ak dàllu ji jóge ci dàl bokku ñu'w tuddìin.

Àm na ay màndarga yu'y ñëw ci mbind te deesu léen tudd: ay doggamtal la ñu. Niki lomb (').
Lomb (') da'y màndargaal làre walla tàxañug waat gi'y àm ci wàx; da'y dox diggante ñaar i waat ngìr wane ne yaar i waat la'ñ yu bokkul; wàx boole léen ci dégg. Moo tàx :
- mu'y = mu di
- ñu'y = ñu di
- na'n lekk = na nu lekk
- yaw ak = yaa'k
- màn maa di = màn maa'y
- lépp a di baax = lépp a'y baax
- jàrul a sonn = jàr'l a sonn
Lomb bàri na làkk yu ko'y jëfandikoo; ràwati na yi niroo ay loy ak Wolof: farãse, àngle, italiyĩ, añs.

Àm na yeneen i doggamtal yu'y yombal walla neexal yërum mbind; ak a ëndi yenn yu'y àm ci wàx ak wàxìin. Niki:
- , = baar
- : = tomb i aajar
- ; = jastandiku
- ... = jimbe
- () = xala
- ! = rëdd-u-jalu
- ? = õs-u-laaj
- "" "" = njukkal
- . = tomb. Kàddu tomb la'y jeexe; te ìt loy wu rëy la'y tàmble.

Li nu'y dolli ngìr jeexal, moo'y rëdd u jokkale (-). Dees na ko doxale ci diggante ay waat ngìr tëgg ci benn baat. Baat ba ci juddoo ab baat u toggatle la. Niral : ày-u-bis, xel-yaar.

Lii nu indi, tënk na mbindum Wolof. Li ci des nag, ràwati na xóot-xóot yi ak sew-sew yi, jàng, mìin ak jege ñu dégg Wolof moo ko'y mottli.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
69,"Ci gan kembaar la réewum Serbie nekk
",Réewum Serbie mu ngi nekk ci kembaar bu ñuy wax Europe,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
70,"Ci ban kembaar la réwum Koweït nékk
",Réwum Koweït mu ngi nékk ci kembaar bi ñuy wakh Asie,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
71,"Doha mooy gëblag man réew ?
","Doha mooy gëblag réewum Qatar.
",Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
72,Ñaata at nga am?,How old are you?,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
73,"Riga mooy gëblag  man réew?
","Riga mooy gëblag réewum Lettonie.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
74,"Beqil ma mbind mii:
Wax nañu ne: ""Kenn du dugg Àjjana ku dul ku nekk (Yahuud walla Nasaraan)"". Loolu dey seen mébét la ñoom. - Neel: ""Indileen seenu lay, ndegam ñu dëggu ngeen"".","Mbind mi jub a ngi nii:
Wàx na ñu ne: ""Kenn du dugg Àjjana ku dul ku nekk (Yahuud walla Nasaraan)"". Loolu de séen mébat la ñoom. - Neel: ""Indiléen séen u lày, ndegam ñu dëggu ngéen"".",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
75,"Fan mooy gëblag réewum Grèce?
","Gëblag réewum Grèce mu ngi tudd Athènes.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
76,Bán átt la senegal móm boppam,Senegal mongí móm bppam ci áttum 1960,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
77,"Ndàx man ngaa jubbanti mbind mii?
Ñooña ñoo di ña jaay njub jënde ci réer, seen njaay mooma amul tono. Te it gindikuwuñu.","Waaw! Mi ngii:
Ñooña ñoo di ña jaay njub jënde ci réer, séen njaay mooma àmul tono. Te ìt gindikuwu ñu.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
78,"Jubbantil mbind mii:
Wala book da ngeen am ab Téere bu ngeen di jàng","Mbind mi jub a ngi nii:
Walla boog da ngéen àm ab téere bu ngéen di jàng?",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
79,"Bàn bindkat moo bind ""reseñ wu naqar""; di ab téere bu'y nettli wenn askan wu ndóol ca ndóol gu mag ga ?",John Steinbeck,Wolof,wol,re-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
80,"Nu fanaan jàmm
",Good night	,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
81,"Sri Jayawardenapura mooy gëblag man réew?
","Sri Jayawardenapura mooy gëblag réewum Sri Lanka.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
82,Kan mooy way-juru Allaaji Maalig wu góor ?,Usmaan Si.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
83,Bàn weer a jiitu Tëbaski?,"Diggi-tëbaskee jiitu Tëbaski. Weer yi ak séen toftaloo:
1. Tamxarit
2. Diggi-gàmmu
3. Gàmmu
4. Rakk-i-gàmmu
5. Rakkaat-i-gàmmu
6. Maam-i-koor
7. Nday-i-koor
8. Bàraxlu
9. Koor
10. Kori
11. Diggi-tëbaski
12. Tëbaski",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
84,"Saint George's moy péeyu ban réw?
","Saint George's moy péeyu réwum Grenade
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
85,Indil péeteg waat yi ci kàddu gii: Buléen di yëdoonte; buléen di jëwante.,"Waat yi nekk ci kàddu gii di ""Buléen di yëdoonte; buléen di jëwante."" ak séen i péete ñoo di:
Buléen: AUX
di: AUX
yëdoonte: VERB
;: PUNCT
buléen: AUX
di: AUX
jëwante: VERB
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
86,"Roseau mooy gëblag man réew ?
","Roseau mooy gëblag réewum Dominique. 
",Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
87,"Fan mooy gëblag réewum Koweït?
","Gëblag réewum Koweït mu ngi tudd Koweït.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
88,"Fan mooy gëblag réewum Nicaragua?
",Gëblag réewum Nicaragua mu ngi tudd Managua.,Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
89,"Benn waxtu
",one o’clock	,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
90,"Lima moy péeyu ban réw?
","Lima moy péeyu réwum Pérou
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
91,"Joxeel péeteg waat yi ci kàddu gii: Dees na saytu yaramam, moom Nikola juboo na ak ñoom.","Waat yi nekk ci kàddu gii di ""Dees na saytu yaramam, moom Nikola juboo na ak ñoom."" ak séen i péete ñoo di:
Dees: AUX
na: AUX
saytu: VERB
yaramam: NOUN
,: PUNCT
moom: PRON
Nikola: PROPN
juboo: VERB
na: AUX
ak: ADP
ñoom: PRON
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
92,"Jox ma péeteg waat yi ci kàddu gii: Yëgle bu Soxna Xadi Faal mi jiite kurel gi'y dàlal jamp ga, bi mu'y tontu laaj yu ""Libération"": ""Jot na noo dàlal ñu àme ay gaañu-gaañuy sox, ñu àme ay gaañu-gaañu yu yeneen i ngànnaay. Lu àju ci gaañu-gaañu yi, kenn (1) rekk moo des ca bulub xettli ba, kenn (1) ca xàyu ba ak ñeneen ñent (4) ngìr raglu."".","Waat yi nekk ci kàddu gii di ""Yëgle bu Soxna Xadi Faal mi jiite kurel gi'y dàlal jamp ga, bi mu'y tontu laaj yu ""Libération"": ""Jot na noo dàlal ñu àme ay gaañu-gaañuy sox, ñu àme ay gaañu-gaañu yu yeneen i ngànnaay. Lu àju ci gaañu-gaañu yi, kenn (1) rekk moo des ca bulub xettli ba, kenn (1) ca xàyu ba ak ñeneen ñent (4) ngìr raglu.""."" ak séen i péete ñoo di:
Yëgle: NOUN
bu: PRON
Soxna: PROPN
Xadi: PROPN
Faal: PROPN
mi: PRON
jiite: VERB
kurel: NOUN
gi: PRON
'y: AUX
dàlal: VERB
jamp: NOUN
ga: DET
,: PUNCT
bi: SCONJ
mu: PRON
'y: AUX
tontu: VERB
laaj: NOUN
yu: PRON
"": PUNCT
Libération: NOUN
:: PUNCT
"": PUNCT
.: PUNCT
"": PUNCT
Jot: VERB
na: AUX
nu: PRON
a: AUX
dàlal: VERB
ñu: PRON
àme: ADJ
ay: DET
gaañu-gaañuy: NOUN
sox: NOUN
,: PUNCT
ñu: PRON
àme: ADJ
ay: DET
gaañu-gaañu: NOUN
yu: PRON
yeneen: DET
i: ADP
ngànnaay: NOUN
.: PUNCT
Lu: PRON
àju: ADJ
ci: ADP
gaañu-gaañu: NOUN
yi: DET
,: PUNCT
kenn: NUM
(: PUNCT
1: NUM
): PUNCT
rekk: ADV
mu: PRON
a: AUX
des: ADJ
ca: ADP
bulub: NOUN
xettli: NOUN
ba: DET
,: PUNCT
kenn: NUM
(: PUNCT
1: NUM
): PUNCT
ca: ADP
xàyu: NOUN
ba: DET
ak: CCONJ
ñeneen: ADJ
ñent: NUM
(: PUNCT
4: NUM
): PUNCT
ngìr: ADP
raglu: NOUN
.: PUNCT
"": PUNCT
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
93,"Jox ma péeteg waat yi ci kàddu gii: Tùubaa ñàkkum ndox mi wàrees na cee wut i saafara, dëkk bu toll ni Tùubaa te weer u tabaski ak wow màggal fàww ndox mel ni doom ju góor!","Waat yi nekk ci kàddu gii di ""Tùubaa ñàkkum ndox mi wàrees na cee wut i saafara, dëkk bu toll ni Tùubaa te weer u tabaski ak wow màggal fàww ndox mel ni doom ju góor!"" ak séen i péete ñoo di:
Tùubaa: PROPN
ñàkkum: NOUN
ndox: NOUN
mi: DET
wàrees: VERB
na: AUX
ci: ADP
a: PART
wut: VERB
i: DET
saafara: NOUN
,: PUNCT
dëkk: NOUN
bu: PRON
toll: VERB
ni: ADP
Tùubaa: PROPN
te: CCONJ
weer: NOUN
u: ADP
tabaski: NOUN
ak: CCONJ
wow: PRON
màggal: NOUN
fàww: AUX
ndox: NOUN
mel: VERB
ni: ADP
doom: NOUN
ju: PRON
góor: NOUN
!: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
94,"Jox ma péeteg waat yi ci kàddu gii: Ñu dañ ci'g réer la ñu, jàng ba wann lef, yeewu jàrr, way deŋŋ.","Waat yi nekk ci kàddu gii di ""Ñu dañ ci'g réer la ñu, jàng ba wann lef, yeewu jàrr, way deŋŋ."" ak séen i péete ñoo di:
Ñu: PRON
dañ: ADJ
ci: ADP
'g: DET
réer: NOUN
la: AUX
ñu: PRON
,: PUNCT
jàng: VERB
ba: ADP
wann: VERB
lef: NOUN
,: PUNCT
yeewu: ADJ
jàrr: ADV
,: PUNCT
way: ADJ
deŋŋ: ADV
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
95,"Ci ban kembaar la réwum Liechtenstein nékk
",Réwum Liechtenstein mu ngi nékk ci kembaar bi ñuy wakh Europe,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
96,"fu bés bi jota te, fumu fekkub jullit, ",ma ngi lay ñaan nga santalee ma ci Yàlla.,Wolof,wol,original-annotations,e05bc2c31236eeb905a4d1aed2c252ff838a1f263593063ae075e4e4af2436eb
97,"Joxeel péeteg waat yi ci kàddu gii: Tanoor Jàmme bokk Pastef doonoon ndaw ca ndañtaali u Ndàr, yóbbu na'ñ ko Tàmbaakundaa.","Waat yi nekk ci kàddu gii di ""Tanoor Jàmme bokk Pastef doonoon ndaw ca ndañtaali u Ndàr, yóbbu na'ñ ko Tàmbaakundaa."" ak séen i péete ñoo di:
Tanoor: PROPN
Jàmme: PROPN
bokk: VERB
Pastef: PROPN
doonoon: VERB
ndaw: NOUN
ca: ADP
ndañtaali: NOUN
u: ADP
Ndàr: PROPN
,: PUNCT
yóbbu: VERB
na: AUX
'ñ: PRON
ko: PRON
Tàmbaakundaa: PROPN
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
98,"Beqil ma mbind mii:
Yéen nit ak jinne yi, danañu leen xalseta àtte","Mbind mi jub a ngi nii:
Yéen nit ak jinne yi, danañu leen xalseta àtte",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
99,"Windhoek mooy gëblag man réew ?
","Windhoek mooy gëblag réewum Namibie.
",Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
100,"Ndàx man ngaa jubbanti mbind mii?
[Fàttalikuleen] Ba ngeen reyee bakkan te ngeen jiiñante ko!... Te Yàlla génne la ngeen doon nëbb.","Waaw! Mi ngii:
[Fàttlikuléen] Ba ngéen rayee bakkan te ngéen jiiñante ko!... Te Yàlla génne la ngéen doon nëbb.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
101,"Ci ban kembaar la réwum Canada nékk
",Réwum Canada mu ngi nékk ci kembaar bi ñuy wakh Amerique,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
102,"Roseau mooy gëblag man réew?
","Roseau mooy gëblag réewum Dominique.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
103,Ci man at la fippug Farãs amoon ?,Fippug  Farãs mingi am 5 mee atum 1789.,Wolof,wol,original-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
104,"Joxeel péeteg waat yi ci kàddu gii: Ndàx da ñu'y sàkku jeneen diine ju bokkul ak diiney Yàlla ji, te waa-àsamaan si ak sùuf si ci Moom la ñu jëm, moo xàm mu'y coobare walla ag noteel; te lu man a xew ca Moom la ñu'y dellu?","Waat yi nekk ci kàddu gii di ""Ndàx da ñu'y sàkku jeneen diine ju bokkul ak diiney Yàlla ji, te waa-àsamaan si ak sùuf si ci Moom la ñu jëm, moo xàm mu'y coobare walla ag noteel; te lu man a xew ca Moom la ñu'y dellu?"" ak séen i péete ñoo di:
Ndàx: ADV
da: AUX
ñu: PRON
'y: AUX
sàkku: VERB
jeneen: DET
diine: NOUN
ju: PRON
bokkul: VERB
ak: ADP
diiney: NOUN
Yàlla: PROPN
ji: DET
,: PUNCT
te: CCONJ
waa-àsamaan: NOUN
si: DET
ak: CCONJ
sùuf: NOUN
si: DET
ci: ADP
Moom: PRON
la: AUX
ñu: PRON
jëm: VERB
,: PUNCT
mu: PRON
a: AUX
xàm: VERB
mu: PRON
'y: AUX
coobare: NOUN
walla: CCONJ
ag: DET
noteel: NOUN
;: PUNCT
te: CCONJ
lu: PRON
man: VERB
a: PART
xew: VERB
ca: ADP
Moom: PRON
la: AUX
ñu: PRON
'y: AUX
dellu: VERB
?: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
105,"Djouba mooy péeyu ban réew ?
","Djouba mooy péeyu réewum Soudan du Sud
",Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
106,"Beqil ma mbind mii:
Bu ñu leen waxee: ""Buleen di yàq ci suuf si"", ñu ne: ""Nun way-defar lanu! ""","Mbind mi jub a ngi nii:
Bu ñu léen wàxee: ""Buléen di yàq ci sùuf si"", ñu ne: ""Nun waydefar la nu!""",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
107,"lan moo gën a tuuti xareeful walla weesóoful ?	
",xareeful.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
108,Xeexub Iraŋ ak Iraag kañ la tàmbali ?,1980.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
109,"Ndàx mbind mii jub na?
Xanaa gisuleen li ngeen di ruuj ?","Déedet; jubul cocc ba coset. Mbeqi ma a ngii:
Xànaa gìsu léen li ngéen di rùuj?",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
110,Nu ñu'y waññe?,"1 = benn
2 = ñaar
3 = ñatt
4 = ñent
5 = juroom
6 = juroom benn
7 = juroom ñaar
8 = juroom ñatt
9 = juroom ñent
10 = fukk

Li topp ci fukk lépp ci 1 ba 10 lees ko'y tëgge ba mu des 100 ak 1000. Niral :
11 = fukk ak benn
12 = fukk ak ñaar
20 = ñaar fukk
60 = juroom benn fukk
87 = juroom ñatt fukk ak juroom ñaar
100 = téemeer
1000 = junni",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
111,Ma dolli ci:,"tëgg'um ndënd ak sémmiñ,neex benn,naqari benn.",Wolof,wol,original-annotations,40bf9dff73a8546bdb708a6864a264284e6279b06630b30a46c27f5d20f3f168
112,"Fan mooy gëblag réewum Cambodge?
","Gëblag réewum Cambodge mu ngi tudd Phnom Penh.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
113,"Fan moy péeyum réwum Afghanistan
","Péeyum réwum Afghanistan mu ngi tudu Kaboul
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
114,Gambie ci gan wàllu Afrique la nekk,Gambie mu ngi nek fi ñuy wax Afrique sowu jant,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
115,"Jox ma péeteg waat yi ci kàddu gii: Waaye, tàmm a fàttli fii ak faa jaar nga fa sàx da'y fàf soof.","Waat yi nekk ci kàddu gii di ""Waaye, tàmm a fàttli fii ak faa jaar nga fa sàx da'y fàf soof."" ak séen i péete ñoo di:
Waaye: CCONJ
,: PUNCT
tàmm: VERB
a: PART
fàttli: VERB
fii: ADV
ak: CCONJ
faa: ADV
jaar: VERB
nga: PRON
fa: ADV
sàx: ADV
da: AUX
'y: AUX
fàf: ADV
soof: ADJ
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
116,Senegaal ñaata gox (département) la am ?,Senegaal mongi am 46 gox.,Wolof,wol,original-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
117,Lan lañuy wax ci tëggum ndënd ak sémmiñ ?,"Tëggum ndënd ak sémmiñ, neex benn naqari benn.",Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
118,"Fan mooy gëblag réewum Etats-Unis ?
",Gëblag réewum Etats-Unis mu ngi tuddu Washington.,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
119,"Yamoussoukro mooy gëblag man réew?
","Yamoussoukro mooy gëblag réewum Côte d'Ivoire.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
120,"Joxeel péeteg waat yi ci kàddu gii: Yaa wàr a yeesal sa gìsìin ci waaréew mi, ràwati na ndaw ñii di xeex lu bon li fi ne.","Waat yi nekk ci kàddu gii di ""Yaa wàr a yeesal sa gìsìin ci waaréew mi, ràwati na ndaw ñii di xeex lu bon li fi ne."" ak séen i péete ñoo di:
Ya: PRON
a: AUX
wàr: VERB
a: PART
yeesal: VERB
sa: PRON
gìsìin: NOUN
ci: ADP
waaréew: NOUN
mi: DET
,: PUNCT
ràwati: VERB
na: AUX
ndaw: NOUN
ñii: DET
di: AUX
xeex: VERB
lu: PRON
bon: ADJ
li: PRON
fi: ADV
ne: VERB
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
121,Xeexub Iraŋ ak Iraag kañ la tàmbali ?,Xeexub Iraŋ ak Iraag moo ngi tàmbali ci atum 1980.,Wolof,wol,original-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
122,"Fan moy péeyum réwum Cap-Vert
",Péeyum réwum Cap-Vert mu ngi tudu Praia,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
123,Indil péeteg waat yi ci kàddu gii: Édouard Mendy moom ìt ŋàt na ca Al-Hilaal.,"Waat yi nekk ci kàddu gii di ""Édouard Mendy moom ìt ŋàt na ca Al-Hilaal."" ak séen i péete ñoo di:
Édouard: PROPN
Mendy: PROPN
moom: PRON
ìt: ADV
ŋàt: VERB
na: AUX
ca: ADP
Al-Hilaal: PROPN
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
